ID1,Project,ProjectType,DevURL,DevUserName,DevDBName,DevDBUsername,DevDBPassword,ValURL,ValUserName,ValPass,ValDBName,ValDBUsername,ValDBPassword,ProdURL,ProdUsername,ProdPass,ProdDB,ProdDBPassword,GitLabRepo,GitHubRepo,ProjectOwner,StartDate,EndDate,DocURL,Email,Phone,Date
ED0030,Erat LLP,ML/AI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Erat_LLP,https://github.com/sahyasheelan-erasmith/Erat_LLP,Darshan,09/27/2020,25 Oct 2021,https://digiko.in/docs/Erat_LLP/,,,
ED0031,Massa Corporation,ML/AI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Massa_Corporation,https://github.com/sahyasheelan-erasmith/Massa_Corporation,Praveen,10/08/2020,03/29/2022,https://digiko.in/docs/Massa_Corporation/,,,
ED0032,Nisi Mauris Nulla PC,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Nisi_Mauris_Nulla_PC,https://github.com/sahyasheelan-erasmith/Nisi_Mauris_Nulla_PC,Pavithra,11/26/2020,06/14/2022,https://digiko.in/docs/Nisi_Mauris_Nulla_PC/,,,
ED0033,In LLP,ML/AI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/In_LLP,https://github.com/sahyasheelan-erasmith/In_LLP,Praveen,10/03/2021,10/18/2021,https://digiko.in/docs/In_LLP/,,,
ED0034,Varius Orci In Corp.,ML/AI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Varius_Orci_In_Corp.,https://github.com/sahyasheelan-erasmith/Varius_Orci_In_Corp.,Praveen,12/19/2021,07/29/2021,https://digiko.in/docs/Varius_Orci_In_Corp./,,,
ED0035,Ut Institute,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Ut_Institute,https://github.com/sahyasheelan-erasmith/Ut_Institute,Sarthak,02/10/2022,12/01/2021,https://digiko.in/docs/Ut_Institute/,,,
ED0036,Id Institute,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Id_Institute,https://github.com/sahyasheelan-erasmith/Id_Institute,Sathya,07/01/2021,11/06/2020,https://digiko.in/docs/Id_Institute/,,,
ED0037,Vel Lectus Inc.,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Vel_Lectus_Inc.,https://github.com/sahyasheelan-erasmith/Vel_Lectus_Inc.,Astin,,02/04/2022,https://digiko.in/docs/Vel_Lectus_Inc./,,,
ED0038,Leo Industries,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Leo_Industries,https://github.com/sahyasheelan-erasmith/Leo_Industries,Pavithra,12/12/2021,02/22/2022,https://digiko.in/docs/Leo_Industries/,,,
ED0039,Eget Inc.,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Eget_Inc.,https://github.com/sahyasheelan-erasmith/Eget_Inc.,Sarthak,10/08/2021,07/04/2021,https://digiko.in/docs/Eget_Inc./,,,
ED0040,Sed Nunc Limited,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Sed_Nunc_Limited,https://github.com/sahyasheelan-erasmith/Sed_Nunc_Limited,Praveen,02/07/2021,06/20/2021,https://digiko.in/docs/Sed_Nunc_Limited/,,,
ED0041,Euismod Institute,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Euismod_Institute,https://github.com/sahyasheelan-erasmith/Euismod_Institute,Astin,04/17/2022,08/30/2021,https://digiko.in/docs/Euismod_Institute/,,,
ED0042,Feugiat Consulting,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Feugiat_Consulting,https://github.com/sahyasheelan-erasmith/Feugiat_Consulting,Divye,01/10/2022,02/12/2021,https://digiko.in/docs/Feugiat_Consulting/,,,
ED0043,Sed Consulting,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Sed_Consulting,https://github.com/sahyasheelan-erasmith/Sed_Consulting,Vinita,08/06/2021,06/12/2021,https://digiko.in/docs/Sed_Consulting/,,,
ED0044,Nec Tellus Nunc Industries,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Nec_Tellus_Nunc_Industries,https://github.com/sahyasheelan-erasmith/Nec_Tellus_Nunc_Industries,Pavithra,09/16/2021,03/26/2021,https://digiko.in/docs/Nec_Tellus_Nunc_Industries/,,,
ED0045,Euismod Est Arcu LLP,PrintDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Euismod_Est_Arcu_LLP,https://github.com/sahyasheelan-erasmith/Euismod_Est_Arcu_LLP,Astin,10/24/2020,05/13/2022,https://digiko.in/docs/Euismod_Est_Arcu_LLP/,,,
ED0046,Convallis Est Corp.,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Convallis_Est_Corp.,https://github.com/sahyasheelan-erasmith/Convallis_Est_Corp.,Pavithra,06/03/2021,12/03/2020,https://digiko.in/docs/Convallis_Est_Corp./,,,
ED0047,Semper Pretium Neque Inc.,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Semper_Pretium_Neque_Inc.,https://github.com/sahyasheelan-erasmith/Semper_Pretium_Neque_Inc.,Shruti,12/11/2021,11/28/2021,https://digiko.in/docs/Semper_Pretium_Neque_Inc./,,,
ED0048,Ac Limited,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Ac_Limited,https://github.com/sahyasheelan-erasmith/Ac_Limited,Rohit,03/15/2022,12/23/2021,https://digiko.in/docs/Ac_Limited/,,,
ED0049,Mi Eleifend Egestas LLC,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Mi_Eleifend_Egestas_LLC,https://github.com/sahyasheelan-erasmith/Mi_Eleifend_Egestas_LLC,Praveen,10/09/2021,03/18/2021,https://digiko.in/docs/Mi_Eleifend_Egestas_LLC/,,,
ED0050,Ut Ltd,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Ut_Ltd,https://github.com/sahyasheelan-erasmith/Ut_Ltd,Praveen,02/08/2021,11/04/2020,https://digiko.in/docs/Ut_Ltd/,,,
ED0051,Tempus Eu LLC,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Tempus_Eu_LLC,https://github.com/sahyasheelan-erasmith/Tempus_Eu_LLC,Shourya,02/22/2022,08/22/2020,https://digiko.in/docs/Tempus_Eu_LLC/,,,
ED0052,In Lobortis Tellus Corporation,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/In_Lobortis_Tellus_Corporation,https://github.com/sahyasheelan-erasmith/In_Lobortis_Tellus_Corporation,Pranjal,03/26/2022,02/21/2021,https://digiko.in/docs/In_Lobortis_Tellus_Corporation/,,,
ED0053,Non Foundation,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Non_Foundation,https://github.com/sahyasheelan-erasmith/Non_Foundation,Pavithra,02/17/2021,03/05/2021,https://digiko.in/docs/Non_Foundation/,,,
ED0054,Rutrum Inc.,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Rutrum_Inc.,https://github.com/sahyasheelan-erasmith/Rutrum_Inc.,Rohit,07/07/2022,03/29/2022,https://digiko.in/docs/Rutrum_Inc./,,,
ED0055,Mauris Vel Turpis Consulting,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Mauris_Vel_Turpis_Consulting,https://github.com/sahyasheelan-erasmith/Mauris_Vel_Turpis_Consulting,Vinita,03/29/2022,04/09/2022,https://digiko.in/docs/Mauris_Vel_Turpis_Consulting/,,,
ED0056,Nulla Tempor Ltd,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Nulla_Tempor_Ltd,https://github.com/sahyasheelan-erasmith/Nulla_Tempor_Ltd,Divye,04/14/2022,10/04/2021,https://digiko.in/docs/Nulla_Tempor_Ltd/,,,
ED0057,Mauris Vel Turpis Inc.,ToolsDesign,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,http://gitlab.com/sahyasheelan-erasmith/Mauris_Vel_Turpis_Inc.,https://github.com/sahyasheelan-erasmith/Mauris_Vel_Turpis_Inc.,Pranjal,11/02/2020,08/29/2020,https://digiko.in/docs/Mauris_Vel_Turpis_Inc./,,,
ED0058,Suscipit Nonummy Fusce Institute,WebApplication,https://dev.suscipitnonummyfusceinstitute.gov.in,susmin,FMQ657,QUV02ECS5UD,ZCT52ZCE2FX,https://val.suscipitnonummyfusceinstitute.gov.in,susmin,Avanti-LLLxxx,Chase,Stewart,RUV13YMR2VX,https://suscipitnonummyfusceinstitute.gov.in,susmin,SVT58YNI3UB,Stewart,EKG20RWA7JJ,http://gitlab.com/sahyasheelan-erasmith/Suscipit_Nonummy_Fusce_Institute,https://github.com/sahyasheelan-erasmith/Suscipit_Nonummy_Fusce_Institute,Darshan,06/18/2021,10/07/2021,https://digiko.in/docs/Suscipit_Nonummy_Fusce_Institute/,,,
ED0059,Sapien Gravida Non LLC,WebApplication,https://dev.sapiengravidanonllc.com,sapmin,UME358,WXS79CGB8BD,PHX42MHH4FN,https://val.sapiengravidanonllc.com,sapmin,Mahanidhi-LLLxxx,Sage,Plato,YKG96WRA9NW,https://sapiengravidanonllc.com,sapmin,WCZ10BMA7NT,Kay,SJN18NWW6PA,http://gitlab.com/sahyasheelan-erasmith/Sapien_Gravida_Non_LLC,https://github.com/sahyasheelan-erasmith/Sapien_Gravida_Non_LLC,Shourya,06/01/2021,06/13/2022,https://digiko.in/docs/Sapien_Gravida_Non_LLC/,,,
ED0060,,WebApplication,https://dev.quisdiamluctusfoundation.gov,quimin,RKP275,FAE11YYX9JY,NBJ87EYY3MS,https://val.quisdiamluctusfoundation.gov,quimin,Darshan-LLLxxx,Hadley,Pandora,CXX59WYK6KN,https://quisdiamluctusfoundation.gov,quimin,TFI71EQE6RY,Orli,MYH98SBX7AQ,http://gitlab.com/sahyasheelan-erasmith/Quis_Diam_Luctus_Foundation,https://github.com/sahyasheelan-erasmith/Quis_Diam_Luctus_Foundation,Darshan,06/01/2021,12/03/2020,https://digiko.in/docs/Quis_Diam_Luctus_Foundation/,,,
ED0061,Habitant Morbi Corp.,WebApplication,https://dev.habitantmorbicorp.com,habmin,MTW970,BKE89OCM2FZ,TFD17HYV6TN,https://val.habitantmorbicorp.com,habmin,Kahini-LLLxxx,Galena,Talon,NZO95VLD9IS,https://habitantmorbicorp.com,habmin,BKN02TIJ1MC,Lydia,LOH63HMP1ML,http://gitlab.com/sahyasheelan-erasmith/Habitant_Morbi_Corp.,https://github.com/sahyasheelan-erasmith/Habitant_Morbi_Corp.,Darshan,01/10/2021,05/12/2022,https://digiko.in/docs/Habitant_Morbi_Corp./,,,
ED0062,Lobortis Augue Scelerisque Corporation,WebApplication,https://dev.lobortisauguescelerisquecorporation.com,lobmin,CBE301,LNI82VQV5YP,EGD15JDY4VD,https://val.lobortisauguescelerisquecorporation.com,lobmin,Shatarupa-LLLxxx,Liberty,Simon,LOX14ZQQ0CZ,https://lobortisauguescelerisquecorporation.com,lobmin,MJT09UJG5NR,Teegan,SPY69JZW0SO,http://gitlab.com/sahyasheelan-erasmith/Lobortis_Augue_Scelerisque_Corporation,https://github.com/sahyasheelan-erasmith/Lobortis_Augue_Scelerisque_Corporation,Shashank,08/03/2021,09/11/2020,https://digiko.in/docs/Lobortis_Augue_Scelerisque_Corporation/,,,
ED0063,Eget Limited,WebApplication,https://dev.egetlimited.gov.in,egemin,NDB020,SFI01DYE5MQ,RPS85IYS5GN,https://val.egetlimited.gov.in,egemin,Aryaman-LLLxxx,Aquila,Libby,WDU54OEX0EM,https://egetlimited.gov.in,egemin,RGX02ZGX1JJ,Preston,NDB79ZPH8ET,http://gitlab.com/sahyasheelan-erasmith/Eget_Limited,https://github.com/sahyasheelan-erasmith/Eget_Limited,Shruti,05/24/2021,06/27/2022,https://digiko.in/docs/Eget_Limited/,,,
ED0064,Ipsum Associates,WebApplication,https://dev.ipsumassociates.co.in,ipsmin,ZFG098,OBK66MNM8MY,PNT19ULJ6RZ,https://val.ipsumassociates.co.in,ipsmin,Shrikrishna-LLLxxx,Justin,Thor,ZGE48FWE0IW,https://ipsumassociates.co.in,ipsmin,HWY69OKZ0FC,Harlan,XLX01ZLI9PU,http://gitlab.com/sahyasheelan-erasmith/Ipsum_Associates,https://github.com/sahyasheelan-erasmith/Ipsum_Associates,Pranjal,08/18/2021,07/27/2020,https://digiko.in/docs/Ipsum_Associates/,,,
ED0065,Aliquet Lobortis PC,WebApplication,https://dev.aliquetlobortispc.gov,alimin,GFP607,XIG11BRV2RC,DOO20IZJ4WR,https://val.aliquetlobortispc.gov,alimin,Harkrishna-LLLxxx,Xaviera,Whoopi,EFR94RGD8KT,https://aliquetlobortispc.gov,alimin,UMG95RLC6DU,Maris,CSK69WBO8US,http://gitlab.com/sahyasheelan-erasmith/Aliquet_Lobortis_PC,https://github.com/sahyasheelan-erasmith/Aliquet_Lobortis_PC,Sarthak,11/27/2021,05/02/2021,https://digiko.in/docs/Aliquet_Lobortis_PC/,,,
ED0066,At LLC,WebApplication,https://dev.atllc.in,atlmin,OTV497,TNU70BOG4UN,LPO83OBN6UB,https://val.atllc.in,atlmin,Prahlad-LLLxxx,Gretchen,Quentin,PYX94WDQ7CJ,https://atllc.in,atlmin,JJK59QZR2CU,Wilma,MCB18PEJ3FB,http://gitlab.com/sahyasheelan-erasmith/At_LLC,https://github.com/sahyasheelan-erasmith/At_LLC,Divye,10/24/2020,06/12/2021,https://digiko.in/docs/At_LLC/,,,
ED0067,Imperdiet Associates,WebDesign,https://dev.imperdietassociates.ae,impmin,KWY498,RPI48VRG2WF,ECF71OBH0HA,https://val.imperdietassociates.ae,impmin,Sadhvi-LLLxxx,Sarah,Rama,DQI88FNE9DP,https://imperdietassociates.ae,impmin,OZC94SVH6CB,Quynn,SML03IAG5HG,http://gitlab.com/sahyasheelan-erasmith/Imperdiet_Associates,https://github.com/sahyasheelan-erasmith/Imperdiet_Associates,Rohit,04/02/2022,12/16/2020,https://digiko.in/docs/Imperdiet_Associates/,,,
ED0068,Nulla Eu Neque Corporation,WebDesign,https://dev.nullaeunequecorporation.co.in,nulmin,AMJ125,IWH29INE9KD,YPB43OUN6OS,https://val.nullaeunequecorporation.co.in,nulmin,Chinnadurai-LLLxxx,Kelly,Chancellor,WSG50AIB7CZ,https://nullaeunequecorporation.co.in,nulmin,HRM26OYD4ZG,Nasim,GOK81EPE4DP,http://gitlab.com/sahyasheelan-erasmith/Nulla_Eu_Neque_Corporation,https://github.com/sahyasheelan-erasmith/Nulla_Eu_Neque_Corporation,Shourya,05/16/2021,09/26/2021,https://digiko.in/docs/Nulla_Eu_Neque_Corporation/,,,
ED0069,Non Cursus Non Company,WebDesign,https://dev.noncursusnoncompany.org,nonmin,IBP691,SCN53KSG1ZV,TFR38KFQ6UX,https://val.noncursusnoncompany.org,nonmin,Vinoda-LLLxxx,Kasper,Oscar,RHF10SHS5EB,https://noncursusnoncompany.org,nonmin,KBQ67YHS3DE,Carla,KYZ10ZJI6XK,http://gitlab.com/sahyasheelan-erasmith/Non_Cursus_Non_Company,https://github.com/sahyasheelan-erasmith/Non_Cursus_Non_Company,Sarthak,07/19/2021,06/02/2021,https://digiko.in/docs/Non_Cursus_Non_Company/,,,
ED0070,Massa LLC,WebDesign,https://dev.massallc.ae,masmin,WAD630,FRZ25VJJ3KX,JSL58AET6AU,https://val.massallc.ae,masmin,Bukka-LLLxxx,Francis,Rhona,MNT96EKR9EU,https://massallc.ae,masmin,NGC38MUH9ZX,Oscar,PQM62MTJ9QB,http://gitlab.com/sahyasheelan-erasmith/Massa_LLC,https://github.com/sahyasheelan-erasmith/Massa_LLC,Sathya,11/11/2020,08/26/2020,https://digiko.in/docs/Massa_LLC/,,,
